vgs	d(Id(M1))/Id(M1)
4.970000000000003e-001	2.045977e+001
4.980000000000003e-001	2.039677e+001
4.990000000000003e-001	2.033328e+001
5.000000000000002e-001	2.026922e+001
5.010000000000002e-001	2.020466e+001
5.020000000000002e-001	2.013957e+001
5.030000000000002e-001	2.007391e+001
5.040000000000002e-001	2.000783e+001
5.050000000000002e-001	1.994123e+001
5.060000000000002e-001	1.987413e+001
5.070000000000002e-001	1.980657e+001
5.080000000000002e-001	1.973853e+001
5.090000000000002e-001	1.967002e+001
5.100000000000002e-001	1.960109e+001
5.110000000000002e-001	1.953176e+001
5.120000000000002e-001	1.946196e+001
5.130000000000002e-001	1.939169e+001
5.140000000000002e-001	1.932107e+001
5.150000000000002e-001	1.925008e+001
5.160000000000002e-001	1.917863e+001
5.170000000000002e-001	1.910680e+001
5.180000000000002e-001	1.903468e+001
5.190000000000002e-001	1.896219e+001
5.200000000000002e-001	1.888932e+001
5.210000000000002e-001	1.881616e+001
5.220000000000002e-001	1.874265e+001
5.230000000000002e-001	1.866881e+001
5.240000000000002e-001	1.859469e+001
5.250000000000002e-001	1.852030e+001
5.260000000000003e-001	1.844562e+001
5.270000000000003e-001	1.837067e+001
5.280000000000003e-001	1.829552e+001
5.290000000000003e-001	1.822006e+001
5.300000000000003e-001	1.814438e+001
5.310000000000003e-001	1.806850e+001
5.320000000000003e-001	1.799239e+001
5.330000000000003e-001	1.791609e+001
5.340000000000003e-001	1.783963e+001
5.350000000000003e-001	1.776298e+001
5.360000000000003e-001	1.768617e+001
5.370000000000003e-001	1.760922e+001
5.380000000000003e-001	1.753213e+001
5.390000000000003e-001	1.745489e+001
5.400000000000003e-001	1.737757e+001
5.410000000000003e-001	1.730010e+001
5.420000000000003e-001	1.722255e+001
5.430000000000003e-001	1.714493e+001
5.440000000000003e-001	1.706724e+001
5.450000000000003e-001	1.698951e+001
5.460000000000003e-001	1.691168e+001
5.470000000000003e-001	1.683383e+001
5.480000000000003e-001	1.675594e+001
5.490000000000003e-001	1.667806e+001
5.500000000000003e-001	1.660017e+001
5.510000000000003e-001	1.652220e+001
5.520000000000003e-001	1.644430e+001
5.530000000000003e-001	1.636644e+001
5.540000000000003e-001	1.628861e+001
5.550000000000003e-001	1.621084e+001
5.560000000000003e-001	1.613304e+001
5.570000000000003e-001	1.605532e+001
5.580000000000003e-001	1.597772e+001
5.590000000000003e-001	1.590018e+001
5.600000000000003e-001	1.582272e+001
5.610000000000003e-001	1.574535e+001
5.620000000000003e-001	1.566809e+001
5.630000000000003e-001	1.559092e+001
5.640000000000003e-001	1.551389e+001
5.650000000000003e-001	1.543697e+001
5.660000000000003e-001	1.536023e+001
5.670000000000003e-001	1.528362e+001
5.680000000000003e-001	1.520713e+001
5.690000000000003e-001	1.513083e+001
5.700000000000003e-001	1.505470e+001
5.710000000000003e-001	1.497873e+001
5.720000000000003e-001	1.490295e+001
5.730000000000003e-001	1.482735e+001
5.740000000000003e-001	1.475198e+001
5.750000000000003e-001	1.467679e+001
5.760000000000003e-001	1.460178e+001
5.770000000000003e-001	1.452704e+001
5.780000000000003e-001	1.445248e+001
5.790000000000003e-001	1.437819e+001
5.800000000000003e-001	1.430413e+001
5.810000000000003e-001	1.423025e+001
5.820000000000003e-001	1.415662e+001
5.830000000000003e-001	1.408329e+001
5.840000000000003e-001	1.401027e+001
5.850000000000003e-001	1.393739e+001
5.860000000000003e-001	1.386478e+001
5.870000000000003e-001	1.379253e+001
5.880000000000003e-001	1.372053e+001
5.890000000000003e-001	1.364879e+001
5.900000000000003e-001	1.357734e+001
5.910000000000003e-001	1.350618e+001
5.920000000000003e-001	1.343533e+001
5.930000000000003e-001	1.336476e+001
5.940000000000003e-001	1.329447e+001
5.950000000000003e-001	1.322448e+001
5.960000000000003e-001	1.315480e+001
5.970000000000003e-001	1.308549e+001
5.980000000000003e-001	1.301646e+001
5.990000000000003e-001	1.294773e+001
6.000000000000003e-001	1.287930e+001
6.010000000000003e-001	1.281124e+001
6.020000000000003e-001	1.274350e+001
6.030000000000003e-001	1.267606e+001
6.040000000000003e-001	1.260900e+001
6.050000000000003e-001	1.254225e+001
6.060000000000003e-001	1.247582e+001
6.070000000000003e-001	1.240975e+001
6.080000000000003e-001	1.234398e+001
6.090000000000003e-001	1.227854e+001
6.100000000000003e-001	1.221354e+001
6.110000000000003e-001	1.214884e+001
6.120000000000003e-001	1.208443e+001
6.130000000000003e-001	1.202042e+001
6.140000000000003e-001	1.195678e+001
6.150000000000003e-001	1.189344e+001
6.160000000000003e-001	1.183047e+001
6.170000000000003e-001	1.176786e+001
6.180000000000003e-001	1.170559e+001
6.190000000000003e-001	1.164372e+001
6.200000000000003e-001	1.158217e+001
6.210000000000003e-001	1.152094e+001
6.220000000000003e-001	1.146009e+001
6.230000000000003e-001	1.139964e+001
6.240000000000003e-001	1.133952e+001
6.250000000000003e-001	1.127975e+001
6.260000000000003e-001	1.122035e+001
6.270000000000003e-001	1.116130e+001
6.280000000000003e-001	1.110263e+001
6.290000000000003e-001	1.104431e+001
6.300000000000003e-001	1.098631e+001
6.310000000000003e-001	1.092869e+001
6.320000000000003e-001	1.087146e+001
6.330000000000003e-001	1.081456e+001
6.340000000000003e-001	1.075802e+001
6.350000000000003e-001	1.070183e+001
6.360000000000003e-001	1.064600e+001
6.370000000000003e-001	1.059056e+001
6.380000000000003e-001	1.053546e+001
6.390000000000004e-001	1.048065e+001
6.400000000000004e-001	1.042624e+001
6.410000000000004e-001	1.037221e+001
6.420000000000004e-001	1.031852e+001
6.430000000000004e-001	1.026521e+001
6.440000000000004e-001	1.021223e+001
6.450000000000004e-001	1.015954e+001
6.460000000000004e-001	1.010722e+001
6.470000000000004e-001	1.005535e+001
6.480000000000004e-001	1.000375e+001
6.490000000000004e-001	9.952431e+000
6.500000000000004e-001	9.901545e+000
6.510000000000004e-001	9.851037e+000
6.520000000000004e-001	9.800803e+000
6.530000000000004e-001	9.750896e+000
6.540000000000004e-001	9.701364e+000
6.550000000000004e-001	9.652205e+000
6.560000000000004e-001	9.603317e+000
6.570000000000004e-001	9.554800e+000
6.580000000000004e-001	9.506649e+000
6.590000000000004e-001	9.458719e+000
6.600000000000004e-001	9.411203e+000
6.610000000000004e-001	9.364046e+000
6.620000000000004e-001	9.317155e+000
6.630000000000004e-001	9.270622e+000
6.640000000000004e-001	9.224397e+000
6.650000000000004e-001	9.178525e+000
6.660000000000004e-001	9.132957e+000
6.670000000000004e-001	9.087693e+000
6.680000000000004e-001	9.042774e+000
6.690000000000004e-001	8.998155e+000
6.700000000000004e-001	8.953876e+000
6.710000000000004e-001	8.909891e+000
6.720000000000004e-001	8.866243e+000
6.730000000000004e-001	8.822884e+000
6.740000000000004e-001	8.779814e+000
6.750000000000004e-001	8.737073e+000
6.760000000000004e-001	8.694615e+000
6.770000000000004e-001	8.652481e+000
6.780000000000004e-001	8.610666e+000
6.790000000000004e-001	8.569129e+000
6.800000000000004e-001	8.527866e+000
6.810000000000004e-001	8.486956e+000
6.820000000000004e-001	8.446315e+000
6.830000000000004e-001	8.405943e+000
6.840000000000004e-001	8.365874e+000
6.850000000000004e-001	8.326108e+000
6.860000000000004e-001	8.286640e+000
6.870000000000004e-001	8.247430e+000
6.880000000000004e-001	8.208476e+000
6.890000000000004e-001	8.169852e+000
6.900000000000004e-001	8.131514e+000
6.910000000000004e-001	8.093389e+000
6.920000000000004e-001	8.055584e+000
6.930000000000004e-001	8.018058e+000
6.940000000000004e-001	7.980810e+000
6.950000000000004e-001	7.943836e+000
6.960000000000004e-001	7.907099e+000
6.970000000000004e-001	7.870598e+000
6.980000000000004e-001	7.834398e+000
6.990000000000004e-001	7.798496e+000
7.000000000000004e-001	7.762822e+000
7.010000000000004e-001	7.727407e+000
7.020000000000004e-001	7.692248e+000
7.030000000000004e-001	7.657343e+000
7.040000000000004e-001	7.622689e+000
7.050000000000004e-001	7.588285e+000
7.060000000000004e-001	7.554126e+000
7.070000000000004e-001	7.520211e+000
7.080000000000004e-001	7.486570e+000
7.090000000000004e-001	7.453166e+000
7.100000000000004e-001	7.419968e+000
7.110000000000004e-001	7.387034e+000
7.120000000000004e-001	7.354332e+000
7.130000000000004e-001	7.321859e+000
7.140000000000004e-001	7.289673e+000
7.150000000000004e-001	7.257680e+000
7.160000000000004e-001	7.225849e+000
7.170000000000004e-001	7.194328e+000
7.180000000000004e-001	7.163082e+000
7.190000000000004e-001	7.131991e+000
7.200000000000004e-001	7.101084e+000
7.210000000000004e-001	7.070475e+000
7.220000000000004e-001	7.040043e+000
7.230000000000004e-001	7.009789e+000
7.240000000000004e-001	6.979881e+000
7.250000000000004e-001	6.950143e+000
7.260000000000004e-001	6.920521e+000
7.270000000000004e-001	6.891180e+000
7.280000000000004e-001	6.862060e+000
7.290000000000004e-001	6.833105e+000
7.300000000000004e-001	6.804368e+000
7.310000000000004e-001	6.775900e+000
7.320000000000004e-001	6.747590e+000
7.330000000000004e-001	6.719438e+000
7.340000000000004e-001	6.691547e+000
7.350000000000004e-001	6.663809e+000
7.360000000000004e-001	6.636276e+000
7.370000000000004e-001	6.608945e+000
7.380000000000004e-001	6.581813e+000
7.390000000000004e-001	6.554930e+000
7.400000000000004e-001	6.528139e+000
7.410000000000004e-001	6.501543e+000
7.420000000000004e-001	6.475188e+000
7.430000000000004e-001	6.449022e+000
7.440000000000004e-001	6.422993e+000
7.450000000000004e-001	6.397150e+000
7.460000000000004e-001	6.371538e+000
7.470000000000004e-001	6.346059e+000
7.480000000000004e-001	6.320759e+000
7.490000000000004e-001	6.295637e+000
7.500000000000004e-001	6.270690e+000
7.510000000000004e-001	6.245917e+000
7.520000000000005e-001	6.221315e+000
7.530000000000005e-001	6.196884e+000
7.540000000000005e-001	6.172666e+000
7.550000000000005e-001	6.148568e+000
7.560000000000005e-001	6.124589e+000
7.570000000000005e-001	6.100864e+000
7.580000000000005e-001	6.077254e+000
7.590000000000005e-001	6.053804e+000
7.600000000000005e-001	6.030556e+000
7.610000000000005e-001	6.007419e+000
7.620000000000005e-001	5.984480e+000
7.630000000000005e-001	5.961650e+000
7.640000000000005e-001	5.938970e+000
7.650000000000005e-001	5.916527e+000
7.660000000000005e-001	5.894187e+000
7.670000000000005e-001	5.871951e+000
7.680000000000005e-001	5.849902e+000
7.690000000000005e-001	5.827996e+000
7.700000000000005e-001	5.806274e+000
7.710000000000005e-001	5.784649e+000
7.720000000000005e-001	5.763163e+000
7.730000000000005e-001	5.741896e+000
7.740000000000005e-001	5.720723e+000
7.750000000000005e-001	5.699643e+000
7.760000000000005e-001	5.678737e+000
7.770000000000005e-001	5.658003e+000
7.780000000000005e-001	5.637398e+000
7.790000000000005e-001	5.616920e+000
7.800000000000005e-001	5.596530e+000
7.810000000000005e-001	5.576306e+000
7.820000000000005e-001	5.556245e+000
7.830000000000005e-001	5.536268e+000
7.840000000000005e-001	5.516451e+000
7.850000000000005e-001	5.496755e+000
7.860000000000005e-001	5.477177e+000
7.870000000000005e-001	5.457756e+000
7.880000000000005e-001	5.438451e+000
7.890000000000005e-001	5.419223e+000
7.900000000000005e-001	5.400148e+000
7.910000000000005e-001	5.381223e+000
7.920000000000005e-001	5.362409e+000
7.930000000000005e-001	5.343706e+000
7.940000000000005e-001	5.325112e+000
7.950000000000005e-001	5.306626e+000
7.960000000000005e-001	5.288284e+000
7.970000000000005e-001	5.270084e+000
7.980000000000005e-001	5.251916e+000
7.990000000000005e-001	5.233925e+000
8.000000000000005e-001	5.216071e+000
8.010000000000005e-001	5.198248e+000
8.020000000000005e-001	5.180596e+000
8.030000000000005e-001	5.163043e+000
8.040000000000005e-001	5.145589e+000
8.050000000000005e-001	5.128267e+000
8.060000000000005e-001	5.111007e+000
8.070000000000005e-001	5.093876e+000
8.080000000000005e-001	5.076875e+000
8.090000000000005e-001	5.059966e+000
8.100000000000005e-001	5.043116e+000
8.110000000000005e-001	5.026425e+000
8.120000000000005e-001	5.009858e+000
8.130000000000005e-001	4.993314e+000
8.140000000000005e-001	4.976892e+000
8.150000000000005e-001	4.960624e+000
8.160000000000005e-001	4.944409e+000
8.170000000000005e-001	4.928280e+000
8.180000000000005e-001	4.912302e+000
8.190000000000005e-001	4.896375e+000
8.200000000000005e-001	4.880532e+000
8.210000000000005e-001	4.864836e+000
8.220000000000005e-001	4.849189e+000
8.230000000000005e-001	4.833623e+000
8.240000000000005e-001	4.818201e+000
8.250000000000005e-001	4.802857e+000
8.260000000000005e-001	4.787592e+000
8.270000000000005e-001	4.772404e+000
8.280000000000005e-001	4.757325e+000
8.290000000000005e-001	4.742321e+000
8.300000000000005e-001	4.727423e+000
8.310000000000005e-001	4.712600e+000
8.320000000000005e-001	4.697850e+000
8.330000000000005e-001	4.683204e+000
8.340000000000005e-001	4.668630e+000
8.350000000000005e-001	4.654158e+000
8.360000000000005e-001	4.639727e+000
8.370000000000005e-001	4.625426e+000
8.380000000000005e-001	4.611252e+000
8.390000000000005e-001	4.597029e+000
8.400000000000005e-001	4.582964e+000
8.410000000000005e-001	4.568994e+000
8.420000000000005e-001	4.555063e+000
8.430000000000005e-001	4.541226e+000
8.440000000000005e-001	4.527483e+000
8.450000000000005e-001	4.513834e+000
8.460000000000005e-001	4.500163e+000
8.470000000000005e-001	4.486641e+000
8.480000000000005e-001	4.473211e+000
8.490000000000005e-001	4.459871e+000
8.500000000000005e-001	4.446563e+000
8.510000000000005e-001	4.433289e+000
8.520000000000005e-001	4.420160e+000
8.530000000000005e-001	4.407062e+000
8.540000000000005e-001	4.394051e+000
8.550000000000005e-001	4.381127e+000
8.560000000000005e-001	4.368233e+000
8.570000000000005e-001	4.355424e+000
8.580000000000005e-001	4.342699e+000
8.590000000000005e-001	4.330058e+000
8.600000000000005e-001	4.317499e+000
8.610000000000005e-001	4.304915e+000
8.620000000000005e-001	4.292467e+000
8.630000000000005e-001	4.280099e+000
8.640000000000006e-001	4.267759e+000
8.650000000000006e-001	4.255497e+000
8.660000000000006e-001	4.243316e+000
8.670000000000006e-001	4.231212e+000
8.680000000000006e-001	4.219082e+000
8.690000000000006e-001	4.207133e+000
8.700000000000006e-001	4.195209e+000
8.710000000000006e-001	4.183258e+000
8.720000000000006e-001	4.171485e+000
8.730000000000006e-001	4.159736e+000
8.740000000000006e-001	4.148061e+000
8.750000000000006e-001	4.136459e+000
8.760000000000006e-001	4.124830e+000
8.770000000000006e-001	4.113325e+000
8.780000000000006e-001	4.101891e+000
8.790000000000006e-001	4.090478e+000
8.800000000000006e-001	4.079187e+000
8.810000000000006e-001	4.067916e+000
8.820000000000006e-001	4.056666e+000
8.830000000000006e-001	4.045486e+000
8.840000000000006e-001	4.034423e+000
8.850000000000006e-001	4.023380e+000
8.860000000000006e-001	4.012356e+000
8.870000000000006e-001	4.001448e+000
8.880000000000006e-001	3.990559e+000
8.890000000000006e-001	3.979689e+000
8.900000000000006e-001	3.968932e+000
8.910000000000006e-001	3.958241e+000
8.920000000000006e-001	3.947567e+000
8.930000000000006e-001	3.936958e+000
8.940000000000006e-001	3.926366e+000
8.950000000000006e-001	3.915884e+000
8.960000000000006e-001	3.905419e+000
8.970000000000006e-001	3.895016e+000
8.980000000000006e-001	3.884676e+000
8.990000000000006e-001	3.874351e+000
9.000000000000006e-001	3.864088e+000
9.010000000000006e-001	3.853886e+000
9.020000000000006e-001	3.843744e+000
9.030000000000006e-001	3.833616e+000
9.040000000000006e-001	3.823594e+000
9.050000000000006e-001	3.813586e+000
9.060000000000006e-001	3.803591e+000
9.070000000000006e-001	3.793700e+000
9.080000000000006e-001	3.783823e+000
9.090000000000006e-001	3.773958e+000
9.100000000000006e-001	3.764196e+000
9.110000000000006e-001	3.754534e+000
9.120000000000006e-001	3.744840e+000
9.130000000000006e-001	3.735159e+000
9.140000000000006e-001	3.725577e+000
9.150000000000006e-001	3.716050e+000
9.160000000000006e-001	3.706535e+000
9.170000000000006e-001	3.697075e+000
9.180000000000006e-001	3.687668e+000
9.190000000000006e-001	3.678316e+000
9.200000000000006e-001	3.668974e+000
9.210000000000006e-001	3.659685e+000
9.220000000000006e-001	3.650449e+000
9.230000000000006e-001	3.641224e+000
9.240000000000006e-001	3.632092e+000
9.250000000000006e-001	3.622970e+000
9.260000000000006e-001	3.613899e+000
9.270000000000006e-001	3.604880e+000
9.280000000000006e-001	3.595869e+000
9.290000000000006e-001	3.586909e+000
9.300000000000006e-001	3.578000e+000
9.310000000000006e-001	3.569139e+000
