vds	Id(M1)
Step Information: Ln=180n  (Run: 1/5)
1.035000000000001e+000	1.361111e-004
1.050000000000001e+000	1.361111e-004
1.065000000000000e+000	1.361111e-004
1.080000000000000e+000	1.361111e-004
1.095000000000000e+000	1.361111e-004
1.110000000000000e+000	1.361111e-004
1.125000000000000e+000	1.361111e-004
1.140000000000000e+000	1.361111e-004
1.155000000000000e+000	1.361111e-004
1.170000000000000e+000	1.361111e-004
1.185000000000000e+000	1.361111e-004
1.200000000000000e+000	1.361111e-004
1.214999999999999e+000	1.361111e-004
1.229999999999999e+000	1.361111e-004
1.244999999999999e+000	1.361111e-004
1.259999999999999e+000	1.361111e-004
1.274999999999999e+000	1.361111e-004
1.289999999999999e+000	1.361111e-004
1.304999999999999e+000	1.361111e-004
1.319999999999999e+000	1.361111e-004
1.334999999999999e+000	1.361111e-004
1.349999999999999e+000	1.361111e-004
1.364999999999998e+000	1.361111e-004
1.379999999999998e+000	1.361111e-004
1.394999999999998e+000	1.361111e-004
1.409999999999998e+000	1.361111e-004
1.424999999999998e+000	1.361111e-004
1.439999999999998e+000	1.361111e-004
1.454999999999998e+000	1.361111e-004
1.469999999999998e+000	1.361111e-004
1.484999999999998e+000	1.361111e-004
1.499999999999998e+000	1.361111e-004
1.514999999999998e+000	1.361111e-004
1.529999999999997e+000	1.361111e-004
1.544999999999997e+000	1.361111e-004
1.559999999999997e+000	1.361111e-004
1.574999999999997e+000	1.361111e-004
1.589999999999997e+000	1.361111e-004
1.604999999999997e+000	1.361111e-004
1.619999999999997e+000	1.361111e-004
1.634999999999997e+000	1.361111e-004
1.649999999999997e+000	1.361111e-004
1.664999999999997e+000	1.361111e-004
1.679999999999996e+000	1.361111e-004
1.694999999999996e+000	1.361111e-004
1.709999999999996e+000	1.361111e-004
1.724999999999996e+000	1.361111e-004
1.739999999999996e+000	1.361111e-004
1.754999999999996e+000	1.361111e-004
1.769999999999996e+000	1.361111e-004
1.784999999999996e+000	1.361111e-004
1.800000000000000e+000	1.361111e-004
Step Information: Ln=360n  (Run: 2/5)
0.000000000000000e+000	0.000000e+000
1.500000000000000e-002	2.885417e-006
3.000000000000000e-002	5.708333e-006
4.500000000000000e-002	8.468750e-006
6.000000000000000e-002	1.116667e-005
7.500000000000000e-002	1.380208e-005
9.000000000000000e-002	1.637500e-005
1.050000000000000e-001	1.888542e-005
1.200000000000000e-001	2.133333e-005
1.350000000000000e-001	2.371875e-005
1.500000000000000e-001	2.604167e-005
1.650000000000000e-001	2.830208e-005
1.800000000000001e-001	3.050000e-005
1.950000000000001e-001	3.263542e-005
2.100000000000001e-001	3.470833e-005
2.250000000000001e-001	3.671875e-005
2.400000000000001e-001	3.866667e-005
2.550000000000001e-001	4.055208e-005
2.700000000000001e-001	4.237500e-005
2.850000000000001e-001	4.413542e-005
3.000000000000002e-001	4.583333e-005
3.150000000000002e-001	4.746875e-005
3.300000000000002e-001	4.904167e-005
3.450000000000002e-001	5.055208e-005
3.600000000000002e-001	5.200000e-005
3.750000000000002e-001	5.338542e-005
3.900000000000002e-001	5.470833e-005
4.050000000000003e-001	5.596875e-005
4.200000000000003e-001	5.716667e-005
4.350000000000003e-001	5.830208e-005
4.500000000000003e-001	5.937500e-005
4.650000000000003e-001	6.038542e-005
4.800000000000003e-001	6.133333e-005
4.950000000000003e-001	6.221875e-005
5.100000000000003e-001	6.304167e-005
5.250000000000004e-001	6.380209e-005
5.400000000000004e-001	6.450000e-005
5.550000000000004e-001	6.513542e-005
5.700000000000004e-001	6.570834e-005
5.850000000000004e-001	6.621875e-005
6.000000000000004e-001	6.666667e-005
6.150000000000004e-001	6.705208e-005
6.300000000000005e-001	6.737500e-005
6.450000000000005e-001	6.763542e-005
6.600000000000005e-001	6.783334e-005
6.750000000000005e-001	6.796875e-005
6.900000000000005e-001	6.804167e-005
7.050000000000005e-001	6.805556e-005
7.200000000000005e-001	6.805556e-005
7.350000000000005e-001	6.805556e-005
7.500000000000006e-001	6.805556e-005
7.650000000000006e-001	6.805556e-005
7.800000000000006e-001	6.805556e-005
7.950000000000006e-001	6.805556e-005
8.100000000000006e-001	6.805556e-005
8.250000000000006e-001	6.805556e-005
8.400000000000006e-001	6.805556e-005
8.550000000000007e-001	6.805556e-005
8.700000000000007e-001	6.805556e-005
8.850000000000007e-001	6.805556e-005
9.000000000000007e-001	6.805556e-005
9.150000000000007e-001	6.805556e-005
9.300000000000007e-001	6.805556e-005
9.450000000000007e-001	6.805556e-005
9.600000000000007e-001	6.805556e-005
9.750000000000008e-001	6.805556e-005
9.900000000000008e-001	6.805556e-005
1.005000000000001e+000	6.805556e-005
1.020000000000001e+000	6.805556e-005
1.035000000000001e+000	6.805556e-005
1.050000000000001e+000	6.805556e-005
1.065000000000000e+000	6.805556e-005
1.080000000000000e+000	6.805556e-005
1.095000000000000e+000	6.805556e-005
1.110000000000000e+000	6.805556e-005
1.125000000000000e+000	6.805556e-005
1.140000000000000e+000	6.805556e-005
1.155000000000000e+000	6.805556e-005
1.170000000000000e+000	6.805556e-005
1.185000000000000e+000	6.805556e-005
1.200000000000000e+000	6.805556e-005
1.214999999999999e+000	6.805556e-005
1.229999999999999e+000	6.805556e-005
1.244999999999999e+000	6.805556e-005
1.259999999999999e+000	6.805556e-005
1.274999999999999e+000	6.805556e-005
1.289999999999999e+000	6.805556e-005
1.304999999999999e+000	6.805556e-005
1.319999999999999e+000	6.805556e-005
1.334999999999999e+000	6.805556e-005
1.349999999999999e+000	6.805556e-005
1.364999999999998e+000	6.805556e-005
1.379999999999998e+000	6.805556e-005
1.394999999999998e+000	6.805556e-005
1.409999999999998e+000	6.805556e-005
1.424999999999998e+000	6.805556e-005
1.439999999999998e+000	6.805556e-005
1.454999999999998e+000	6.805556e-005
1.469999999999998e+000	6.805556e-005
1.484999999999998e+000	6.805556e-005
1.499999999999998e+000	6.805556e-005
1.514999999999998e+000	6.805556e-005
1.529999999999997e+000	6.805556e-005
1.544999999999997e+000	6.805556e-005
1.559999999999997e+000	6.805556e-005
1.574999999999997e+000	6.805556e-005
1.589999999999997e+000	6.805556e-005
1.604999999999997e+000	6.805556e-005
1.619999999999997e+000	6.805556e-005
1.634999999999997e+000	6.805556e-005
1.649999999999997e+000	6.805556e-005
1.664999999999997e+000	6.805556e-005
1.679999999999996e+000	6.805556e-005
1.694999999999996e+000	6.805556e-005
1.709999999999996e+000	6.805556e-005
1.724999999999996e+000	6.805556e-005
1.739999999999996e+000	6.805556e-005
1.754999999999996e+000	6.805556e-005
1.769999999999996e+000	6.805556e-005
1.784999999999996e+000	6.805556e-005
1.800000000000000e+000	6.805556e-005
Step Information: Ln=540n  (Run: 3/5)
0.000000000000000e+000	0.000000e+000
1.500000000000000e-002	1.923611e-006
3.000000000000000e-002	3.805556e-006
4.500000000000000e-002	5.645833e-006
6.000000000000000e-002	7.444445e-006
7.500000000000000e-002	9.201389e-006
9.000000000000000e-002	1.091667e-005
1.050000000000000e-001	1.259028e-005
1.200000000000000e-001	1.422222e-005
1.350000000000000e-001	1.581250e-005
1.500000000000000e-001	1.736111e-005
1.650000000000000e-001	1.886806e-005
1.800000000000001e-001	2.033333e-005
1.950000000000001e-001	2.175694e-005
2.100000000000001e-001	2.313889e-005
2.250000000000001e-001	2.447917e-005
2.400000000000001e-001	2.577778e-005
2.550000000000001e-001	2.703472e-005
2.700000000000001e-001	2.825000e-005
2.850000000000001e-001	2.942361e-005
3.000000000000002e-001	3.055555e-005
3.150000000000002e-001	3.164584e-005
3.300000000000002e-001	3.269445e-005
3.450000000000002e-001	3.370139e-005
3.600000000000002e-001	3.466667e-005
3.750000000000002e-001	3.559028e-005
3.900000000000002e-001	3.647222e-005
4.050000000000003e-001	3.731250e-005
4.200000000000003e-001	3.811111e-005
4.350000000000003e-001	3.886806e-005
4.500000000000003e-001	3.958333e-005
4.650000000000003e-001	4.025695e-005
4.800000000000003e-001	4.088889e-005
4.950000000000003e-001	4.147917e-005
5.100000000000003e-001	4.202778e-005
5.250000000000004e-001	4.253472e-005
5.400000000000004e-001	4.300000e-005
5.550000000000004e-001	4.342361e-005
5.700000000000004e-001	4.380556e-005
5.850000000000004e-001	4.414584e-005
6.000000000000004e-001	4.444444e-005
6.150000000000004e-001	4.470139e-005
6.300000000000005e-001	4.491667e-005
6.450000000000005e-001	4.509028e-005
6.600000000000005e-001	4.522222e-005
6.750000000000005e-001	4.531250e-005
6.900000000000005e-001	4.536111e-005
7.050000000000005e-001	4.537037e-005
7.200000000000005e-001	4.537037e-005
7.350000000000005e-001	4.537037e-005
7.500000000000006e-001	4.537037e-005
7.650000000000006e-001	4.537037e-005
7.800000000000006e-001	4.537037e-005
7.950000000000006e-001	4.537037e-005
8.100000000000006e-001	4.537037e-005
8.250000000000006e-001	4.537037e-005
8.400000000000006e-001	4.537037e-005
8.550000000000007e-001	4.537037e-005
8.700000000000007e-001	4.537037e-005
8.850000000000007e-001	4.537037e-005
9.000000000000007e-001	4.537037e-005
9.150000000000007e-001	4.537037e-005
9.300000000000007e-001	4.537037e-005
9.450000000000007e-001	4.537037e-005
9.600000000000007e-001	4.537037e-005
9.750000000000008e-001	4.537037e-005
9.900000000000008e-001	4.537037e-005
1.005000000000001e+000	4.537037e-005
1.020000000000001e+000	4.537037e-005
1.035000000000001e+000	4.537037e-005
1.050000000000001e+000	4.537037e-005
1.065000000000000e+000	4.537037e-005
1.080000000000000e+000	4.537037e-005
1.095000000000000e+000	4.537037e-005
1.110000000000000e+000	4.537037e-005
1.125000000000000e+000	4.537037e-005
1.140000000000000e+000	4.537037e-005
1.155000000000000e+000	4.537037e-005
1.170000000000000e+000	4.537037e-005
1.185000000000000e+000	4.537037e-005
1.200000000000000e+000	4.537037e-005
1.214999999999999e+000	4.537037e-005
1.229999999999999e+000	4.537037e-005
1.244999999999999e+000	4.537037e-005
1.259999999999999e+000	4.537037e-005
1.274999999999999e+000	4.537037e-005
1.289999999999999e+000	4.537037e-005
1.304999999999999e+000	4.537037e-005
1.319999999999999e+000	4.537037e-005
1.334999999999999e+000	4.537037e-005
1.349999999999999e+000	4.537037e-005
1.364999999999998e+000	4.537037e-005
1.379999999999998e+000	4.537037e-005
1.394999999999998e+000	4.537037e-005
1.409999999999998e+000	4.537037e-005
1.424999999999998e+000	4.537037e-005
1.439999999999998e+000	4.537037e-005
1.454999999999998e+000	4.537037e-005
1.469999999999998e+000	4.537037e-005
1.484999999999998e+000	4.537037e-005
1.499999999999998e+000	4.537037e-005
1.514999999999998e+000	4.537037e-005
1.529999999999997e+000	4.537037e-005
1.544999999999997e+000	4.537037e-005
1.559999999999997e+000	4.537037e-005
1.574999999999997e+000	4.537037e-005
1.589999999999997e+000	4.537037e-005
1.604999999999997e+000	4.537037e-005
1.619999999999997e+000	4.537037e-005
1.634999999999997e+000	4.537037e-005
1.649999999999997e+000	4.537037e-005
1.664999999999997e+000	4.537037e-005
1.679999999999996e+000	4.537037e-005
1.694999999999996e+000	4.537037e-005
1.709999999999996e+000	4.537037e-005
1.724999999999996e+000	4.537037e-005
1.739999999999996e+000	4.537037e-005
1.754999999999996e+000	4.537037e-005
1.769999999999996e+000	4.537037e-005
1.784999999999996e+000	4.537037e-005
1.800000000000000e+000	4.537037e-005
Step Information: Ln=720n  (Run: 4/5)
0.000000000000000e+000	0.000000e+000
1.500000000000000e-002	1.442708e-006
3.000000000000000e-002	2.854167e-006
4.500000000000000e-002	4.234375e-006
6.000000000000000e-002	5.583333e-006
7.500000000000000e-002	6.901042e-006
9.000000000000000e-002	8.187500e-006
1.050000000000000e-001	9.442709e-006
1.200000000000000e-001	1.066667e-005
1.350000000000000e-001	1.185938e-005
1.500000000000000e-001	1.302083e-005
1.650000000000000e-001	1.415104e-005
1.800000000000001e-001	1.525000e-005
1.950000000000001e-001	1.631771e-005
2.100000000000001e-001	1.735417e-005
2.250000000000001e-001	1.835937e-005
2.400000000000001e-001	1.933333e-005
2.550000000000001e-001	2.027604e-005
2.700000000000001e-001	2.118750e-005
2.850000000000001e-001	2.206771e-005
3.000000000000002e-001	2.291667e-005
3.150000000000002e-001	2.373438e-005
3.300000000000002e-001	2.452083e-005
3.450000000000002e-001	2.527604e-005
3.600000000000002e-001	2.600000e-005
3.750000000000002e-001	2.669271e-005
3.900000000000002e-001	2.735417e-005
4.050000000000003e-001	2.798438e-005
4.200000000000003e-001	2.858333e-005
4.350000000000003e-001	2.915104e-005
4.500000000000003e-001	2.968750e-005
4.650000000000003e-001	3.019271e-005
4.800000000000003e-001	3.066667e-005
4.950000000000003e-001	3.110938e-005
5.100000000000003e-001	3.152083e-005
5.250000000000004e-001	3.190104e-005
5.400000000000004e-001	3.225000e-005
5.550000000000004e-001	3.256771e-005
5.700000000000004e-001	3.285417e-005
5.850000000000004e-001	3.310938e-005
6.000000000000004e-001	3.333333e-005
6.150000000000004e-001	3.352604e-005
6.300000000000005e-001	3.368750e-005
6.450000000000005e-001	3.381771e-005
6.600000000000005e-001	3.391667e-005
6.750000000000005e-001	3.398438e-005
6.900000000000005e-001	3.402084e-005
7.050000000000005e-001	3.402778e-005
7.200000000000005e-001	3.402778e-005
7.350000000000005e-001	3.402778e-005
7.500000000000006e-001	3.402778e-005
7.650000000000006e-001	3.402778e-005
7.800000000000006e-001	3.402778e-005
7.950000000000006e-001	3.402778e-005
8.100000000000006e-001	3.402778e-005
8.250000000000006e-001	3.402778e-005
8.400000000000006e-001	3.402778e-005
8.550000000000007e-001	3.402778e-005
8.700000000000007e-001	3.402778e-005
8.850000000000007e-001	3.402778e-005
9.000000000000007e-001	3.402778e-005
9.150000000000007e-001	3.402778e-005
9.300000000000007e-001	3.402778e-005
9.450000000000007e-001	3.402778e-005
9.600000000000007e-001	3.402778e-005
9.750000000000008e-001	3.402778e-005
9.900000000000008e-001	3.402778e-005
1.005000000000001e+000	3.402778e-005
1.020000000000001e+000	3.402778e-005
1.035000000000001e+000	3.402778e-005
1.050000000000001e+000	3.402778e-005
1.065000000000000e+000	3.402778e-005
1.080000000000000e+000	3.402778e-005
1.095000000000000e+000	3.402778e-005
1.110000000000000e+000	3.402778e-005
1.125000000000000e+000	3.402778e-005
1.140000000000000e+000	3.402778e-005
1.155000000000000e+000	3.402778e-005
1.170000000000000e+000	3.402778e-005
1.185000000000000e+000	3.402778e-005
1.200000000000000e+000	3.402778e-005
1.214999999999999e+000	3.402778e-005
1.229999999999999e+000	3.402778e-005
1.244999999999999e+000	3.402778e-005
1.259999999999999e+000	3.402778e-005
1.274999999999999e+000	3.402778e-005
1.289999999999999e+000	3.402778e-005
1.304999999999999e+000	3.402778e-005
1.319999999999999e+000	3.402778e-005
1.334999999999999e+000	3.402778e-005
1.349999999999999e+000	3.402778e-005
1.364999999999998e+000	3.402778e-005
1.379999999999998e+000	3.402778e-005
1.394999999999998e+000	3.402778e-005
1.409999999999998e+000	3.402778e-005
1.424999999999998e+000	3.402778e-005
1.439999999999998e+000	3.402778e-005
1.454999999999998e+000	3.402778e-005
1.469999999999998e+000	3.402778e-005
1.484999999999998e+000	3.402778e-005
1.499999999999998e+000	3.402778e-005
1.514999999999998e+000	3.402778e-005
1.529999999999997e+000	3.402778e-005
1.544999999999997e+000	3.402778e-005
1.559999999999997e+000	3.402778e-005
1.574999999999997e+000	3.402778e-005
1.589999999999997e+000	3.402778e-005
1.604999999999997e+000	3.402778e-005
1.619999999999997e+000	3.402778e-005
1.634999999999997e+000	3.402778e-005
1.649999999999997e+000	3.402778e-005
1.664999999999997e+000	3.402778e-005
1.679999999999996e+000	3.402778e-005
1.694999999999996e+000	3.402778e-005
1.709999999999996e+000	3.402778e-005
1.724999999999996e+000	3.402778e-005
1.739999999999996e+000	3.402778e-005
1.754999999999996e+000	3.402778e-005
1.769999999999996e+000	3.402778e-005
1.784999999999996e+000	3.402778e-005
1.800000000000000e+000	3.402778e-005
Step Information: Ln=900n  (Run: 5/5)
0.000000000000000e+000	0.000000e+000
1.500000000000000e-002	1.154167e-006
3.000000000000000e-002	2.283333e-006
4.500000000000000e-002	3.387500e-006
6.000000000000000e-002	4.466667e-006
7.500000000000000e-002	5.520833e-006
9.000000000000000e-002	6.550000e-006
1.050000000000000e-001	7.554167e-006
1.200000000000000e-001	8.533333e-006
1.350000000000000e-001	9.487500e-006
1.500000000000000e-001	1.041667e-005
1.650000000000000e-001	1.132083e-005
1.800000000000001e-001	1.220000e-005
1.950000000000001e-001	1.305417e-005
2.100000000000001e-001	1.388333e-005
2.250000000000001e-001	1.468750e-005
2.400000000000001e-001	1.546667e-005
2.550000000000001e-001	1.622083e-005
2.700000000000001e-001	1.695000e-005
2.850000000000001e-001	1.765417e-005
3.000000000000002e-001	1.833333e-005
3.150000000000002e-001	1.898750e-005
3.300000000000002e-001	1.961667e-005
3.450000000000002e-001	2.022083e-005
3.600000000000002e-001	2.080000e-005
3.750000000000002e-001	2.135417e-005
3.900000000000002e-001	2.188333e-005
4.050000000000003e-001	2.238750e-005
4.200000000000003e-001	2.286667e-005
4.350000000000003e-001	2.332083e-005
4.500000000000003e-001	2.375000e-005
4.650000000000003e-001	2.415417e-005
4.800000000000003e-001	2.453333e-005
4.950000000000003e-001	2.488750e-005
5.100000000000003e-001	2.521667e-005
5.250000000000004e-001	2.552083e-005
5.400000000000004e-001	2.580000e-005
5.550000000000004e-001	2.605417e-005
5.700000000000004e-001	2.628333e-005
5.850000000000004e-001	2.648750e-005
6.000000000000004e-001	2.666667e-005
6.150000000000004e-001	2.682084e-005
6.300000000000005e-001	2.695000e-005
6.450000000000005e-001	2.705417e-005
6.600000000000005e-001	2.713333e-005
6.750000000000005e-001	2.718750e-005
6.900000000000005e-001	2.721667e-005
7.050000000000005e-001	2.722222e-005
7.200000000000005e-001	2.722222e-005
7.350000000000005e-001	2.722222e-005
7.500000000000006e-001	2.722222e-005
7.650000000000006e-001	2.722222e-005
7.800000000000006e-001	2.722222e-005
7.950000000000006e-001	2.722222e-005
8.100000000000006e-001	2.722222e-005
8.250000000000006e-001	2.722222e-005
8.400000000000006e-001	2.722222e-005
8.550000000000007e-001	2.722222e-005
8.700000000000007e-001	2.722222e-005
8.850000000000007e-001	2.722222e-005
9.000000000000007e-001	2.722222e-005
9.150000000000007e-001	2.722222e-005
9.300000000000007e-001	2.722222e-005
9.450000000000007e-001	2.722222e-005
9.600000000000007e-001	2.722222e-005
9.750000000000008e-001	2.722222e-005
9.900000000000008e-001	2.722222e-005
1.005000000000001e+000	2.722222e-005
1.020000000000001e+000	2.722222e-005
1.035000000000001e+000	2.722222e-005
1.050000000000001e+000	2.722222e-005
1.065000000000000e+000	2.722222e-005
1.080000000000000e+000	2.722222e-005
1.095000000000000e+000	2.722222e-005
1.110000000000000e+000	2.722222e-005
1.125000000000000e+000	2.722222e-005
1.140000000000000e+000	2.722222e-005
1.155000000000000e+000	2.722222e-005
1.170000000000000e+000	2.722222e-005
1.185000000000000e+000	2.722222e-005
1.200000000000000e+000	2.722222e-005
1.214999999999999e+000	2.722222e-005
1.229999999999999e+000	2.722222e-005
1.244999999999999e+000	2.722222e-005
1.259999999999999e+000	2.722222e-005
1.274999999999999e+000	2.722222e-005
1.289999999999999e+000	2.722222e-005
1.304999999999999e+000	2.722222e-005
1.319999999999999e+000	2.722222e-005
1.334999999999999e+000	2.722222e-005
1.349999999999999e+000	2.722222e-005
1.364999999999998e+000	2.722222e-005
1.379999999999998e+000	2.722222e-005
1.394999999999998e+000	2.722222e-005
1.409999999999998e+000	2.722222e-005
1.424999999999998e+000	2.722223e-005
1.439999999999998e+000	2.722223e-005
1.454999999999998e+000	2.722223e-005
1.469999999999998e+000	2.722223e-005
1.484999999999998e+000	2.722223e-005
1.499999999999998e+000	2.722223e-005
1.514999999999998e+000	2.722223e-005
1.529999999999997e+000	2.722223e-005
1.544999999999997e+000	2.722223e-005
1.559999999999997e+000	2.722223e-005
1.574999999999997e+000	2.722223e-005
1.589999999999997e+000	2.722223e-005
1.604999999999997e+000	2.722223e-005
1.619999999999997e+000	2.722223e-005
1.634999999999997e+000	2.722223e-005
1.649999999999997e+000	2.722223e-005
1.664999999999997e+000	2.722223e-005
1.679999999999996e+000	2.722223e-005
1.694999999999996e+000	2.722223e-005
1.709999999999996e+000	2.722223e-005
1.724999999999996e+000	2.722223e-005
1.739999999999996e+000	2.722223e-005
1.754999999999996e+000	2.722223e-005
1.769999999999996e+000	2.722223e-005
1.784999999999996e+000	2.722223e-005
1.800000000000000e+000	2.722223e-005
